Index,Latitude,Longitude,RMAG,VMAG,AZI,HFPA
46,1.141923783,70.78176079,1847.904064,1.63492248,-100.434471,0.432749455
47,1.181243159,70.69290399,1848.251016,1.633979663,-100.5344744,0.419941992
48,1.141301472,70.49948273,1848.20006,1.633572105,-100.4439566,0.434975455
49,1.154282053,70.73452225,1848.020594,1.633199472,-100.4578222,0.421841062
50,1.158387274,70.48052959,1848.278153,1.633040854,-100.363264,0.433082236
51,1.150413316,70.54318228,1847.608547,1.633600514,-100.500897,0.424412377
52,1.155204961,70.76963948,1847.790285,1.634162822,-100.3967671,0.41547087
53,1.144606208,70.5720196,1848.488179,1.634577044,-100.4149072,0.421350514
54,1.167313895,70.624873,1848.580142,1.635924166,-100.5087601,0.417749662
55,1.16973038,70.60595848,1847.90828,1.634231273,-100.4458759,0.424593233
56,1.143523386,70.38375985,1847.975717,1.635143067,-100.4287286,0.429146951
57,1.184039842,70.5088585,1848.610289,1.635113504,-100.3739419,0.425379118
58,1.149277654,70.48138682,1848.370791,1.633330129,-100.4754858,0.411586533
59,1.160386056,70.42478143,1848.15839,1.634509185,-100.5033738,0.416251935
60,1.173942073,70.64375879,1847.815403,1.632939758,-100.4734016,0.430548497
61,1.176934017,70.55972556,1848.500697,1.635642741,-100.4871002,0.429973626
62,1.139797371,70.71860384,1848.228054,1.633390147,-100.4797385,0.411964941
63,1.14205407,70.73536027,1848.604131,1.633578804,-100.3959988,0.428937235
64,1.171970751,70.58767997,1847.928481,1.634657922,-100.39193,0.432927212
65,1.161094115,70.45081891,1847.82985,1.634532851,-100.3729127,0.410691859
66,1.174718749,70.64942592,1848.04343,1.63583718,-100.4040487,0.420498222
67,1.153476994,70.46749604,1847.992222,1.636021107,-100.5450893,0.431849729
68,1.165315833,70.76993978,1848.540428,1.635315949,-100.3724088,0.41118311
69,1.182144003,70.5899239,1847.688774,1.634419015,-100.5154753,0.410645028
70,1.166211799,70.43352165,1847.596893,1.633401039,-100.5585142,0.428812434
71,1.172705165,70.47891346,1847.836947,1.635925106,-100.3638799,0.412549752
72,1.147725333,70.61512511,1848.072804,1.634975576,-100.3798255,0.428035528
73,1.16863126,70.76204382,1848.202408,1.633750765,-100.5214914,0.41097177
74,1.154846813,70.39524292,1848.211573,1.634860877,-100.4630856,0.431897133
75,1.139762935,70.42701778,1848.382566,1.633086273,-100.3757343,0.424747696
76,1.159478072,70.55304646,1847.556782,1.634982216,-100.4492047,0.424842906
77,1.157436286,70.50039867,1847.960969,1.633511973,-100.5594568,0.431037185
78,1.161004432,70.72213376,1848.06907,1.633605447,-100.4271141,0.419405809
79,1.177213932,70.41644429,1847.586024,1.634584624,-100.4040416,0.429144893
80,1.184803934,70.77526338,1848.296422,1.634649733,-100.3733358,0.433462653
81,1.153137877,70.58704913,1847.893934,1.63395197,-100.4943085,0.429036751
82,1.182450513,70.5695406,1847.934371,1.633255587,-100.3830546,0.419220575
83,1.141977911,70.5727554,1848.423637,1.634061727,-100.3690577,0.414466003
84,1.160684092,70.62002924,1847.849808,1.63368692,-100.5411228,0.419073194
85,1.183512275,70.69264762,1847.688787,1.632980528,-100.3926118,0.42426576
86,1.14627629,70.58899316,1847.862459,1.634559808,-100.5568742,0.435022041
87,1.149363726,70.58376254,1847.966845,1.635088428,-100.3746266,0.413343914
88,1.184992216,70.44906101,1848.278328,1.635818151,-100.4270314,0.419477861
89,1.159732122,70.79930824,1848.628426,1.634731503,-100.3701437,0.412075883
90,1.168568615,70.55305325,1848.1503,1.634206261,-100.5231438,0.43392534
91,1.143777415,70.69474602,1848.608457,1.63410675,-100.4490487,0.415356109
92,1.151367487,70.61433597,1847.982319,1.634206006,-100.3643973,0.428149622
93,1.157453053,70.48223428,1848.432753,1.634086834,-100.545382,0.421222366
94,1.147098214,70.50046875,1848.099197,1.635407716,-100.5302397,0.429333135
95,1.181402509,70.72024953,1847.542177,1.632967087,-100.5605421,0.414980614
96,1.14875885,70.51865217,1848.522334,1.63513429,-100.4715307,0.42734797
97,1.156910055,70.47133975,1848.412395,1.635550053,-100.5222366,0.425139357
98,1.155590768,70.42380133,1847.74525,1.633222028,-100.4498704,0.430192515
99,1.167368695,70.54297719,1848.089305,1.635860109,-100.3963443,0.414952432
100,1.175676452,70.52155935,1847.665189,1.635273831,-100.5554868,0.411361539
101,1.166728677,70.58283934,1847.787055,1.633700366,-100.5522349,0.419240617
102,1.151790241,70.50766613,1848.111832,1.635367345,-100.5104269,0.434705022
103,1.166767591,70.60080758,1848.179964,1.63573376,-100.4767037,0.41724559
104,1.150103848,70.60139569,1847.96655,1.635630203,-100.5476475,0.422088503
105,1.182184119,70.60547865,1848.167728,1.635630893,-100.4338985,0.410528407
106,1.185027575,70.72339325,1847.628422,1.634748794,-100.502295,0.41128587
107,1.183181128,70.59739822,1848.494782,1.633274748,-100.5043952,0.426593833
108,1.180284747,70.52785508,1847.638276,1.633656054,-100.5159138,0.421460343
109,1.158277642,70.53423124,1847.783481,1.633264306,-100.3699525,0.414149833
110,1.142590179,70.46860148,1847.749871,1.634906109,-100.4033004,0.421632392
111,1.183571606,70.791373,1848.438756,1.634322667,-100.4240852,0.427430374
112,1.161374245,70.40395738,1848.126493,1.633075723,-100.3797234,0.426286069
113,1.176291019,70.64441482,1848.458914,1.635472643,-100.4481394,0.418233059
114,1.154215354,70.63284624,1848.633629,1.635895918,-100.3710582,0.426131698
115,1.152117309,70.7597559,1847.935329,1.634175794,-100.511212,0.418774551
116,1.168481915,70.43029967,1847.847796,1.63490348,-100.4027611,0.414939261
117,1.154096183,70.75337907,1847.989362,1.63597891,-100.5185286,0.414621194
118,1.170268111,70.60292686,1847.553741,1.635942802,-100.5317875,0.434400168
119,1.151260416,70.62625301,1847.920177,1.634626875,-100.5604646,0.413913041
120,1.176232658,70.76207736,1848.051852,1.635702647,-100.4727037,0.419658789
121,1.146366473,70.55027979,1847.605229,1.633391201,-100.4465456,0.428447992
122,1.164227415,70.6229353,1848.627115,1.633041993,-100.4668065,0.429969604
123,1.183883861,70.55079813,1847.896422,1.634656254,-100.4870483,0.418577043
124,1.149883277,70.56418781,1848.348921,1.635664218,-100.454493,0.411968231
125,1.156897262,70.7640395,1847.5507,1.633219571,-100.3908258,0.424626637
126,1.15181168,70.42309686,1848.585678,1.633306794,-100.5313765,0.416126936
127,1.161038972,70.4689373,1847.981858,1.634741653,-100.5123488,0.42304572
128,1.141849375,70.57600628,1848.632138,1.634885141,-100.4756146,0.411221194
129,1.166139072,70.52255732,1848.475024,1.635814209,-100.544079,0.430099388
130,1.181370141,70.64299453,1847.933694,1.634725887,-100.4481241,0.422541872
131,1.183630949,70.63077547,1848.254127,1.634294895,-100.4383963,0.41231508
132,1.142495724,70.52874643,1848.469043,1.635217644,-100.4068137,0.429136764
133,1.179174542,70.72753612,1847.903601,1.633690563,-100.5046976,0.423765267
134,1.153821584,70.68174828,1847.789979,1.63496186,-100.5021165,0.410423057
135,1.163475819,70.43213977,1848.414077,1.634489524,-100.5399488,0.417047409
136,1.158271824,70.56683655,1847.931638,1.635966348,-100.4992309,0.427370466
137,1.164729814,70.64285772,1848.310751,1.635040779,-100.525605,0.423165389
138,1.164211941,70.71446884,1848.623627,1.6336216,-100.3661912,0.420732444
139,1.142213726,70.66843363,1847.666329,1.634256937,-100.4856516,0.429500608
140,1.169593144,70.3955879,1848.582472,1.633580572,-100.4890219,0.434237397
141,1.165251001,70.62839841,1847.620825,1.634238397,-100.3879286,0.424149435
142,1.158765215,70.42623717,1848.217821,1.635979914,-100.4505895,0.414275603
143,1.162518859,70.73747339,1848.328159,1.635512683,-100.4825735,0.431403516
144,1.140871574,70.45223133,1847.786357,1.633690037,-100.416868,0.412595058
145,1.179764787,70.70241458,1848.176685,1.634804211,-100.4194061,0.433045224
146,1.14774096,70.39611314,1847.834596,1.635540799,-100.3850459,0.417032682
147,1.168384227,70.42670479,1848.472061,1.634147498,-100.4170262,0.430689916
148,1.148951177,70.64913005,1847.699167,1.635649654,-100.4008606,0.416611228
149,1.185272374,70.59974973,1848.400576,1.63451607,-100.4751672,0.433220684
150,1.151671585,70.53010612,1847.621784,1.635267294,-100.4192837,0.417190081
151,1.172250383,70.77808836,1847.858275,1.634359874,-100.4726365,0.427531588
152,1.178669559,70.68674695,1848.383074,1.633734758,-100.4802983,0.419089312
153,1.152306594,70.68888912,1847.647797,1.634913752,-100.4469309,0.428761094
154,1.179868524,70.63046298,1847.689595,1.635890367,-100.5385772,0.41862728
155,1.185094288,70.50352408,1847.78759,1.634361298,-100.5115388,0.423715123
156,1.140543432,70.64255416,1847.764812,1.633104139,-100.5151522,0.419818999
157,1.175953427,70.39083657,1847.937534,1.634571786,-100.4185349,0.422463149
158,1.156412115,70.60089412,1847.791506,1.632981497,-100.3877028,0.431908511
159,1.141611594,70.77998535,1847.602223,1.634876774,-100.4822732,0.419897465
160,1.163946394,70.78372509,1848.628662,1.635677003,-100.5156069,0.432266123
161,1.160431097,70.61450466,1847.893831,1.636021579,-100.4793943,0.431360102
162,1.139547221,70.62440569,1848.337698,1.633889882,-100.5317186,0.429488964
163,1.157304129,70.68191791,1847.649466,1.633479998,-100.5589759,0.427570511
164,1.183721005,70.76170155,1848.371434,1.633598953,-100.5165372,0.413799787
165,1.158201618,70.44166719,1848.296448,1.63514181,-100.3901159,0.432535121
166,1.165503037,70.70449132,1848.420738,1.63409784,-100.4832083,0.430463446
167,1.184582608,70.67192151,1847.860449,1.635332444,-100.5135711,0.424215253
168,1.160058785,70.4279951,1847.936704,1.635646107,-100.4959871,0.426033396
169,1.154603501,70.39724977,1847.636776,1.635706743,-100.4900204,0.424838536
170,1.17188071,70.62828868,1847.605347,1.634941823,-100.4611912,0.412813895
171,1.148443641,70.61193228,1848.205898,1.634251721,-100.3791321,0.4238603
172,1.142013329,70.76432461,1848.239071,1.633878694,-100.5003601,0.430635836
173,1.155604248,70.42166855,1847.820168,1.634665125,-100.4023777,0.413751117
174,1.18021996,70.50950504,1847.697578,1.633483958,-100.4743391,0.434478046
175,1.145313449,70.54098767,1848.137123,1.633287957,-100.4252788,0.425539774
176,1.149066615,70.62954689,1848.629391,1.636151021,-100.3913993,0.412194598
177,1.165898538,70.71783725,1847.944081,1.635255698,-100.5080713,0.432504073
178,1.163273205,70.70334251,1848.057561,1.635030065,-100.3944309,0.412656556
179,1.153062435,70.76143362,1848.437912,1.634189325,-100.4708585,0.427557817
180,1.164612693,70.78964869,1848.607251,1.634476176,-100.5546879,0.415334623
181,1.177078396,70.61614321,1847.613936,1.636108673,-100.5500514,0.431617852
182,1.161345805,70.40675237,1847.831938,1.63313245,-100.4679267,0.414035779
183,1.163423687,70.70575838,1847.538885,1.633370278,-100.4366717,0.420218666
184,1.159847967,70.63968764,1848.643028,1.635385247,-100.4052494,0.426051059
185,1.181313542,70.74836871,1848.633331,1.633237178,-100.5398839,0.412064403
186,1.183542515,70.76973675,1847.852028,1.632944775,-100.3665216,0.428071064
187,1.170057054,70.74111355,1848.430581,1.635385593,-100.389196,0.413194212
188,1.168239156,70.58825307,1848.238936,1.635744332,-100.3652003,0.415776601
189,1.16849844,70.56760337,1848.248098,1.634913467,-100.3794669,0.417500272
190,1.167933278,70.56327864,1848.584766,1.633783706,-100.4024955,0.417248269
191,1.158893229,70.60483132,1847.59815,1.633875402,-100.5524637,0.41636594
192,1.170225267,70.56045489,1847.79766,1.63421863,-100.5500192,0.421594201
193,1.157924248,70.52929735,1847.99952,1.636054651,-100.5088031,0.415355713
194,1.16644929,70.50417016,1847.610083,1.635930137,-100.521342,0.421806322
195,1.166575286,70.70330655,1847.629399,1.633859695,-100.4993801,0.417736258
196,1.164076479,70.51305541,1848.449039,1.635888329,-100.4845442,0.433599363
197,1.180714384,70.73750438,1847.643795,1.633316087,-100.5548483,0.419131477
198,1.14302891,70.65862016,1848.457271,1.635821461,-100.3647259,0.425231266
199,1.164218472,70.39145373,1848.217143,1.63503686,-100.4023063,0.427719588
200,1.153612446,70.41315499,1847.760543,1.634444853,-100.414489,0.41596286
201,1.175398453,70.62474058,1848.515584,1.63568446,-100.5304125,0.425940263
202,1.159845917,70.5100079,1848.234112,1.63422201,-100.541027,0.430059432
203,1.170051632,70.44206426,1848.466231,1.635929335,-100.4375913,0.416499989
204,1.147119931,70.4751333,1848.014539,1.633996776,-100.4596711,0.429682693
205,1.150268057,70.7130619,1848.135748,1.63382627,-100.3643062,0.411022312
206,1.159927872,70.7717197,1848.111694,1.634808011,-100.3992672,0.431687707
207,1.151515768,70.40628093,1848.386277,1.635340684,-100.5093332,0.434526628
208,1.160411042,70.62359628,1848.236025,1.635001741,-100.4360515,0.42579863
209,1.172568648,70.38350916,1848.007069,1.634260062,-100.4279078,0.41770358
210,1.144255674,70.69059174,1848.316745,1.634475903,-100.4317675,0.41641524
211,1.148230903,70.44579247,1847.863754,1.634910543,-100.4564597,0.430921589
212,1.151870997,70.39701549,1848.227351,1.635391092,-100.4059613,0.425699673
213,1.166652556,70.72392938,1848.549281,1.634389131,-100.4884072,0.424342739
214,1.14416936,70.48799145,1848.34694,1.633594539,-100.5371476,0.426502032
215,1.184053743,70.56236246,1847.821009,1.635866215,-100.4799449,0.428665414
216,1.139564036,70.61670551,1848.341318,1.633609186,-100.4067452,0.410832906
217,1.170339459,70.5023737,1848.408584,1.633798951,-100.5037112,0.414409558
218,1.178435192,70.57123331,1848.618835,1.634047437,-100.4084827,0.433174821
219,1.17103833,70.69092822,1847.751403,1.634318078,-100.5471311,0.419745716
220,1.183053659,70.71303294,1848.105281,1.635446847,-100.4498257,0.432558883
221,1.176038044,70.43730157,1848.016972,1.635577764,-100.4752899,0.426437752
222,1.168928306,70.39150203,1848.043175,1.633977441,-100.5374166,0.427780901
223,1.172544704,70.63837379,1847.879535,1.636060898,-100.4978398,0.427303122
224,1.179536067,70.66342172,1848.025988,1.633598489,-100.4590996,0.432385652
225,1.173248566,70.46270185,1848.623349,1.634789324,-100.5236522,0.416140539
226,1.158616411,70.40982921,1848.438789,1.63570712,-100.4406724,0.434006442
227,1.168828384,70.78789178,1847.946217,1.635923253,-100.3686666,0.410634801
228,1.139361116,70.51487557,1847.759454,1.635356405,-100.3923814,0.435021713
229,1.148694381,70.42495548,1848.601956,1.634823376,-100.3695907,0.413465707
230,1.144482162,70.4283166,1847.952894,1.635023729,-100.5305548,0.433327014
231,1.158714558,70.80159777,1848.434923,1.634640189,-100.4712341,0.421522707
232,1.142116157,70.59996765,1847.777913,1.635304095,-100.3649507,0.430679566
233,1.159671502,70.68360675,1848.174076,1.635768174,-100.5485393,0.423037106
234,1.170459531,70.65339395,1847.7115,1.634425111,-100.3870103,0.421489994
235,1.160778781,70.52462728,1847.562274,1.633874604,-100.5053213,0.413357181
236,1.176385224,70.68468178,1847.994683,1.634363777,-100.3884851,0.426393489
237,1.148734813,70.7108786,1848.483843,1.633054341,-100.5304404,0.414022852
238,1.151196211,70.39442625,1848.240281,1.633505054,-100.3685986,0.434632624
239,1.14291898,70.47119661,1848.358044,1.633046897,-100.5149806,0.433908501
240,1.141997849,70.55831456,1847.645763,1.634866995,-100.533651,0.411242606
241,1.177578002,70.56934497,1848.198447,1.634106597,-100.3842419,0.428561901
242,1.179286264,70.50866899,1848.42957,1.635048025,-100.4211382,0.420117388
243,1.163164343,70.44064226,1848.228478,1.634805255,-100.3717327,0.428701694
244,1.180535087,70.79769005,1847.62078,1.634592104,-100.3726037,0.417499984
245,1.163584278,70.54427915,1847.810593,1.634163956,-100.3890551,0.410570168
246,1.181808894,70.38571277,1848.031595,1.635888155,-100.3945414,0.413314572
247,1.168908286,70.39887226,1848.441184,1.635500794,-100.5086167,0.411837092
248,1.1803555,70.6681204,1847.788917,1.633462216,-100.4526289,0.412985419
249,1.14939977,70.47629604,1847.924653,1.636111137,-100.5550583,0.425829
250,1.144747924,70.43326512,1848.508113,1.636147521,-100.4472783,0.412392073
251,1.182562408,70.65983529,1848.393055,1.634539981,-100.4505737,0.429931481
252,1.160903004,70.43143786,1848.597486,1.636135091,-100.3682251,0.430041169
253,1.140915094,70.71093032,1847.55593,1.633098561,-100.4452685,0.413618126
254,1.139102025,70.55440419,1847.878255,1.633804755,-100.4534031,0.435058451
255,1.180111372,70.47639241,1848.502629,1.633983427,-100.5409351,0.414959484
256,1.143457379,70.62654054,1848.023987,1.634755924,-100.4531816,0.433846243
257,1.141400804,70.54429679,1847.871135,1.634079696,-100.507031,0.415996672
258,1.178439507,70.44563956,1848.524946,1.633991105,-100.4139994,0.415567268
259,1.183387233,70.64417698,1848.521408,1.634775308,-100.3763588,0.428226901
260,1.150814536,70.70181632,1848.39952,1.634313982,-100.5043931,0.43040745
261,1.18200409,70.57257311,1847.632856,1.634192514,-100.4516318,0.414258251
262,1.143327223,70.69364247,1848.511773,1.636165999,-100.5118679,0.409958272
263,1.171881413,70.77495593,1848.555524,1.63395551,-100.3836252,0.416617606
264,1.164661586,70.57160234,1847.938499,1.634329843,-100.3614005,0.416431256
265,1.147150903,70.6966873,1848.228458,1.635635989,-100.5238637,0.410851261
266,1.170449086,70.53985298,1847.78313,1.635441858,-100.4821347,0.431951007
267,1.164353888,70.5314411,1847.590971,1.634315232,-100.4833622,0.418947666
268,1.181271181,70.56757613,1847.655882,1.634849581,-100.5395494,0.425984226
269,1.18173292,70.65000982,1847.992949,1.632971924,-100.5289315,0.412645365
270,1.182789395,70.40905343,1848.033877,1.633599525,-100.5566587,0.413223338
271,1.156272337,70.70293802,1848.077702,1.634758512,-100.3772861,0.422040376
272,1.146459574,70.77253602,1848.100902,1.634444923,-100.508356,0.427875523
273,1.176616895,70.67227528,1848.065735,1.634551346,-100.5307524,0.415482169
274,1.168340381,70.45893206,1847.699309,1.633038339,-100.442165,0.430321664
275,1.180192488,70.79678279,1847.784958,1.633335221,-100.4376608,0.427608062
276,1.151842369,70.60275957,1848.520384,1.634152586,-100.3641471,0.420245533
277,1.144740269,70.61123544,1847.904607,1.634648736,-100.4509602,0.427903483
278,1.185183067,70.48238751,1848.313961,1.635521365,-100.5075158,0.425271335
279,1.181539896,70.65059046,1848.196416,1.633571164,-100.4026409,0.416074086
280,1.176070977,70.55645753,1848.620503,1.633034281,-100.4543367,0.421944555
281,1.157354716,70.60330757,1847.759002,1.635080495,-100.5533115,0.414769704
282,1.1535973,70.56874931,1848.323659,1.633542814,-100.505271,0.429988869
283,1.154649354,70.77662384,1847.903405,1.633823749,-100.4704188,0.423864321
284,1.175442009,70.65359578,1848.596828,1.633499008,-100.4328146,0.411152672
285,1.154704447,70.76815835,1848.270303,1.634196286,-100.3950313,0.421822805
286,1.158408642,70.80044343,1847.872104,1.634898738,-100.4915964,0.413750817
287,1.175289858,70.50982483,1848.523697,1.634782806,-100.3814474,0.428120964
288,1.184310617,70.5500267,1848.27533,1.635678907,-100.3672997,0.422280496
289,1.156433032,70.58413946,1847.943326,1.63475342,-100.4070265,0.434950269
290,1.168335902,70.48598849,1847.722855,1.635246855,-100.5539012,0.422891056
291,1.166686822,70.63628518,1848.093988,1.635564899,-100.3931736,0.427653627
292,1.142501731,70.38711762,1848.364158,1.636038724,-100.417578,0.431614475
293,1.165106385,70.56720575,1847.738929,1.633648235,-100.3893897,0.42213026
294,1.167482841,70.48579864,1848.313552,1.633404871,-100.5281937,0.412489102
295,1.154073943,70.62231689,1847.585438,1.633777469,-100.4451566,0.434399704
296,1.183638849,70.40514609,1848.001679,1.636169647,-100.4315027,0.429625184
297,1.175362225,70.74229003,1848.396475,1.635944017,-100.4215346,0.423409386
298,1.171238613,70.61452443,1847.978941,1.633141861,-100.3914468,0.415823643
299,1.18043987,70.56259499,1848.039185,1.633324048,-100.3898313,0.413832064
300,1.173792547,70.42962351,1848.590663,1.634309071,-100.4489405,0.417615337
301,1.17231852,70.47123893,1847.885131,1.63497644,-100.3835226,0.42373039
302,1.165127088,70.73286013,1848.048384,1.634978253,-100.483277,0.426257727
303,1.16580886,70.69889651,1847.655915,1.635883754,-100.4173288,0.409764819
304,1.155179942,70.59566646,1847.886628,1.63577717,-100.4022668,0.434403236
305,1.150599365,70.47448635,1848.037263,1.633025436,-100.4724861,0.426592929
306,1.151058203,70.38088365,1848.580348,1.634180347,-100.4378782,0.434367916
307,1.153688891,70.62649711,1848.372534,1.634677101,-100.3794302,0.414150651
308,1.17301996,70.45459695,1847.669766,1.634642215,-100.3883634,0.413105748
309,1.174846944,70.71051495,1848.562033,1.635988699,-100.4700892,0.413205248
310,1.167985159,70.42264972,1848.042054,1.635096372,-100.4249824,0.417429293
311,1.17091564,70.52884914,1847.818557,1.635602735,-100.5078667,0.418507109
312,1.175867822,70.6347463,1847.810158,1.633550924,-100.4440223,0.420358754
313,1.176224699,70.49490329,1848.42476,1.633481138,-100.3662044,0.434328469
314,1.166112852,70.59247666,1847.827836,1.634203577,-100.3725056,0.414968052
315,1.143420306,70.41724384,1848.331581,1.633461753,-100.4426536,0.418648224
316,1.185017091,70.53718223,1848.623933,1.633925882,-100.4862997,0.410698182
317,1.177645238,70.5293627,1848.048768,1.634748389,-100.3900198,0.434961801
318,1.163559597,70.79026143,1847.807047,1.635144111,-100.5542317,0.429090793
319,1.181507941,70.39284094,1847.540803,1.6348996,-100.4315867,0.426217421
320,1.166135431,70.61107888,1847.798571,1.633983626,-100.4048617,0.418037044
321,1.168571744,70.45982358,1847.927756,1.633060622,-100.4897578,0.417777476
322,1.156379093,70.4546369,1848.330961,1.635443226,-100.4193363,0.411688628
323,1.149276068,70.38507245,1848.638883,1.634692953,-100.5149536,0.428213971
324,1.158466651,70.40329347,1847.776246,1.633291572,-100.5596814,0.431694475
325,1.163825396,70.54790272,1848.103864,1.635952704,-100.4710521,0.413957933
326,1.181887947,70.3850084,1848.044001,1.635284063,-100.4118488,0.430310291
327,1.160124259,70.62753259,1848.148212,1.63568997,-100.5392501,0.429361168
328,1.177346654,70.49628701,1848.110346,1.635238849,-100.4028038,0.414692814
329,1.145852617,70.56450603,1848.436795,1.636132582,-100.5123672,0.416002163
330,1.151874137,70.53928859,1848.341201,1.634803899,-100.5009518,0.424053711
331,1.172401632,70.683276,1848.506328,1.635653423,-100.3866412,0.414863785
332,1.169987828,70.72399929,1847.991868,1.635389788,-100.4037253,0.424849364
333,1.147119628,70.55818405,1847.767427,1.63390244,-100.4638293,0.413739531
334,1.152450691,70.6527528,1847.735254,1.633025077,-100.4495789,0.424362094
335,1.155661565,70.58596304,1848.333278,1.635267124,-100.4857502,0.430142245
336,1.158983555,70.39279464,1847.703517,1.635206976,-100.5507834,0.428501795
337,1.163685799,70.47674234,1848.295113,1.635999105,-100.3924017,0.42788316
338,1.151873316,70.63163167,1847.977975,1.634574588,-100.3963969,0.411146149
339,1.167769858,70.55231798,1847.795137,1.634522913,-100.3678623,0.428881993
340,1.15064318,70.70534988,1847.671422,1.634141198,-100.4989203,0.420716788
341,1.179920732,70.67643508,1848.488024,1.635818759,-100.3807373,0.429464023
342,1.179223594,70.70385059,1847.82448,1.635364013,-100.3796511,0.416696044
343,1.154098044,70.39995467,1848.309451,1.633656869,-100.4318087,0.410114803
344,1.143171272,70.49435632,1848.403641,1.634236772,-100.4105787,0.418505249
345,1.175386308,70.65039358,1848.512819,1.63403405,-100.5006403,0.417581071
346,1.176799236,70.47025557,1847.994368,1.632982364,-100.3909682,0.426453078
347,1.160654232,70.45538435,1847.729218,1.634309307,-100.3852941,0.422776184
348,1.165266922,70.71057547,1847.644522,1.633331599,-100.4191092,0.419011622
349,1.151845516,70.39166836,1848.307312,1.63574037,-100.5392845,0.43086103
350,1.157695729,70.48054101,1847.545229,1.63613251,-100.5341021,0.428314547
351,1.158365256,70.58851208,1848.466087,1.636056164,-100.4582302,0.417112648
